index,drug,side_effect,label,output_pure_llm,output_format_a,output_format_b,output_graphrag
4237,clodronate,peliosis hepatis,0,0,0,0,0
4238,clodronate,prostatomegaly,0,0,0,0,0
4239,clodronate,urethral disorder,1,0,1,1,1
4240,clofarabine,candida infection,1,0,1,1,1
4241,clofarabine,cardiac output increased,0,0,0,0,0
4242,clofarabine,contusion,1,1,1,1,1
4243,clofarabine,decreased appetite,1,1,1,1,1
4244,clofarabine,dermatitis psoriasiform,0,1,0,0,0
4245,clofarabine,dry skin,1,0,1,1,1
4246,clofarabine,enterocolitis,1,1,1,1,1
4247,clofarabine,forced expiratory volume decreased,0,1,0,0,0
4248,clofarabine,haemoglobin,1,0,1,1,1
4249,clofarabine,headache,1,1,1,1,1
4250,clofarabine,intervertebral disc protrusion,0,0,0,0,0
4251,clofarabine,latent tuberculosis,0,0,0,0,0
4252,clofarabine,nausea,1,1,0,1,1
4253,clofarabine,oedema peripheral,1,1,0,1,1
4254,clofarabine,poisoning,0,1,0,0,0
4255,clofarabine,prostatic disorder,0,0,0,0,0
4256,clofarabine,renal mass,0,0,0,0,0
4257,clofarabine,septic shock,1,1,0,1,1
4258,clofarabine,urethral haemorrhage,0,0,0,0,0
4259,clofarabine,waist circumference increased,0,0,0,0,0
4260,clofazimine,accommodation disorder,0,0,0,0,0
4261,clofazimine,amyloidosis,0,0,0,0,0
4262,clofazimine,anaemia,1,0,1,1,1
4263,clofazimine,bladder pain,1,0,1,1,1
4264,clofazimine,bone pain,1,1,1,1,1
4265,clofazimine,breast cancer stage iv,0,0,0,0,0
4266,clofazimine,embolism,1,0,1,1,1
4267,clofazimine,enteritis,1,0,1,1,1
4268,clofazimine,hiccups,0,0,0,0,0
4269,clofazimine,hypokalaemia,1,0,1,1,1
4270,clofazimine,ichthyosis,1,0,1,1,1
4271,clofazimine,ichthyosis acquired,1,0,1,1,1
4272,clofazimine,infusion site urticaria,0,1,0,0,0
4273,clofazimine,liver function test abnormal,0,1,0,0,0
4274,clofazimine,neutrophil count increased,0,0,0,0,0
4275,clofazimine,pulse absent,0,0,0,0,0
4276,clofazimine,sinus rhythm,0,0,0,0,0
4277,clofazimine,small cell lung cancer,0,0,0,0,0
4278,clofazimine,somnolence,1,1,1,1,1
4279,clofazimine,weight decreased,1,1,1,1,1
4280,clomiphene,alopecia,1,0,1,1,1
4281,clomiphene,astrocytoma,1,0,1,1,1
4282,clomiphene,bronchospasm paradoxical,0,0,0,0,0
4283,clomiphene,cerebrovascular accident,1,0,1,1,1
4284,clomiphene,cholecystitis chronic,0,0,0,0,0
4285,clomiphene,cleft lip,1,0,1,1,1
4286,clomiphene,cold sweat,0,0,0,0,0
4287,clomiphene,delayed recovery from anaesthesia,0,0,0,0,0
4288,clomiphene,dermatitis,1,0,1,1,1
4289,clomiphene,erythema nodosum,1,0,1,1,1
4290,clomiphene,fibromyalgia,0,0,0,0,0
4291,clomiphene,hodgkin's disease lymphocyte depletion type stage unspecified,1,0,0,1,1
4292,clomiphene,hyperaesthesia,0,0,0,0,0
4293,clomiphene,macular pigmentation,0,0,0,0,0
4294,clomiphene,mammogram abnormal,0,0,0,0,0
4295,clomiphene,neural tube defect,1,0,1,1,1
4296,clomiphene,residual urine volume,0,0,0,0,0
4297,clomiphene,subcutaneous abscess,0,0,0,0,0
4298,clomiphene,tachycardia,1,0,1,1,1
4299,clomiphene,tibial torsion,1,0,0,1,1
4300,clomipramine,anti-thyroid antibody positive,0,0,0,0,0
4301,clomipramine,apraxia,1,0,1,1,1
4302,clomipramine,blood creatine increased,0,0,0,0,0
4303,clomipramine,blood uric acid increased,1,0,1,1,1
4304,clomipramine,complication of device insertion,0,0,0,0,0
4305,clomipramine,contusion,1,0,1,1,1
4306,clomipramine,cystitis noninfective,1,0,0,1,1
4307,clomipramine,dyskinesia,1,1,1,1,1
4308,clomipramine,elevated mood,0,0,1,1,0
4309,clomipramine,food intolerance,0,0,0,0,0
4310,clomipramine,hyperphagia,0,1,0,1,0
4311,clomipramine,hypogonadism male,0,0,0,0,0
4312,clomipramine,idiopathic thrombocytopenic purpura,0,0,0,1,0
4313,clomipramine,nervous system disorder,1,1,1,1,1
4314,clomipramine,rash erythematous,1,1,1,1,1
4315,clomipramine,rectal haemorrhage,1,0,0,1,1
4316,clomipramine,sleep disorder,1,1,1,1,1
4317,clomipramine,tendon rupture,0,0,0,0,0
4318,clomipramine,toxicity to various agents,1,1,1,1,1
4319,clomipramine,uterine hypotonus,0,0,0,0,0
4320,clonazepam,abdominal pain lower,0,0,1,0,0
4321,clonazepam,back pain,1,1,1,1,1
4322,clonazepam,choroidal effusion,0,0,0,0,0
4323,clonazepam,delusion,1,0,1,1,1
4324,clonazepam,dermoid cyst,0,0,0,0,0
4325,clonazepam,dysphonia,1,0,1,1,1
4326,clonazepam,fanconi syndrome,0,0,0,0,0
4327,clonazepam,gastritis,1,0,0,1,1
4328,clonazepam,guillain-barre syndrome,0,0,0,0,0
4329,clonazepam,leukoplakia,0,0,0,0,0
4330,clonazepam,male orgasmic disorder,0,0,0,0,0
4331,clonazepam,malnutrition,1,0,0,1,1
4332,clonazepam,muscle strain,0,0,0,0,0
4333,clonazepam,nausea,1,1,0,1,1
4334,clonazepam,polyuria,1,0,0,1,1
4335,clonazepam,sense of oppression,0,0,0,0,0
4336,clonazepam,skin burning sensation,1,0,0,1,1
4337,clonazepam,thirst,1,0,1,1,1
4338,clonazepam,ureteric obstruction,0,0,0,0,0
4339,clonazepam,urinary retention,1,0,1,1,1
4340,clonidine,abnormal sleep-related event,1,1,1,1,1
4341,clonidine,amblyopia,0,0,0,1,0
4342,clonidine,body temperature increased,1,0,1,1,1
4343,clonidine,bone sarcoma,0,0,0,0,0
4344,clonidine,delusional perception,1,0,1,1,1
4345,clonidine,erythema,1,0,1,1,1
4346,clonidine,facial neuralgia,0,0,0,0,0
4347,clonidine,factor ii deficiency,0,0,0,0,0
4348,clonidine,foetal heart rate,0,0,0,0,0
4349,clonidine,hepatic necrosis,0,0,0,0,0
4350,clonidine,hypoventilation,1,0,1,1,1
4351,clonidine,lymphadenitis,0,0,0,0,0
4352,clonidine,mediastinal disorder,1,0,0,1,1
4353,clonidine,nocturia,1,0,0,1,1
4354,clonidine,pallor,1,1,0,1,1
4355,clonidine,palpitations,1,0,0,1,1
4356,clonidine,renal tubular disorder,0,0,0,0,0
4357,clonidine,scleral thinning,0,0,0,0,0
4358,clonidine,strangury,1,0,0,1,1
4359,clonidine,vitamin b complex deficiency,0,0,0,0,0
4360,clopidogrel,abortion,0,0,0,0,0
4361,clopidogrel,acute pulmonary oedema,0,0,0,0,0
4362,clopidogrel,dermatitis bullous,1,0,1,1,1
4363,clopidogrel,epistaxis,1,0,1,1,1
4364,clopidogrel,extrasystoles,0,0,0,0,0
4365,clopidogrel,glucose-6-phosphate dehydrogenase deficiency,1,0,0,1,1
4366,clopidogrel,henoch-schonlein purpura,1,0,0,1,1
4367,clopidogrel,hypercholesterolaemia,1,0,0,1,1
4368,clopidogrel,hyperuricaemia,1,0,1,1,1
4369,clopidogrel,intermittent claudication,1,0,0,1,1
4370,clopidogrel,libido increased,0,0,0,0,0
4371,clopidogrel,osteoarthritis,1,0,0,1,1
4372,clopidogrel,paraparesis,0,0,0,0,0
4373,clopidogrel,pustular psoriasis,0,0,0,0,0
4374,clopidogrel,sleep phase rhythm disturbance,0,0,0,0,0
4375,clopidogrel,strangury,0,0,0,0,0
4376,clopidogrel,thrombophlebitis superficial,0,0,0,0,0
4377,clopidogrel,thrombotic thrombocytopenic purpura,1,1,0,1,1
4378,clopidogrel,ulcer haemorrhage,1,1,1,1,1
4379,clopidogrel,vocal cord paralysis,0,0,0,0,0
4380,clotrimazole,blister,1,0,1,1,1
4381,clotrimazole,blood methaemoglobin present,0,0,0,0,0
4382,clotrimazole,burning sensation,1,0,1,1,1
4383,clotrimazole,cataplexy,0,0,0,0,0
4384,clotrimazole,clostridial infection,0,0,0,0,0
4385,clotrimazole,dermatitis,1,1,1,1,1
4386,clotrimazole,dermatitis bullous,1,0,1,1,1
4387,clotrimazole,duodenal perforation,0,0,0,0,0
4388,clotrimazole,erythema,1,0,1,1,1
4389,clotrimazole,flatulence,1,0,1,1,1
4390,clotrimazole,hot flush,0,0,0,0,0
4391,clotrimazole,infusion site inflammation,0,0,0,0,0
4392,clotrimazole,leukocytoclastic vasculitis,0,0,0,0,0
4393,clotrimazole,lhermitte's sign,0,0,0,0,0
4394,clotrimazole,liver function test abnormal,1,0,1,1,1
4395,clotrimazole,oedema,1,0,1,1,1
4396,clotrimazole,polyarthritis,0,0,0,0,0
4397,clotrimazole,skin irritation,1,1,1,1,1
4398,clotrimazole,urticaria,1,0,1,1,1
4399,clotrimazole,vertebrobasilar insufficiency,0,0,0,0,0
4400,clozapine,abdominal distension,1,1,1,1,1
4401,clozapine,arachnoiditis,0,0,0,0,0
4402,clozapine,ataxia,1,1,1,1,1
4403,clozapine,decreased appetite,1,1,1,1,1
4404,clozapine,endotracheal intubation complication,0,0,0,0,0
4405,clozapine,erosive oesophagitis,0,1,0,0,0
4406,clozapine,eructation,1,1,1,1,1
4407,clozapine,gravitational oedema,0,0,0,0,0
4408,clozapine,hepatic necrosis,1,1,1,1,1
4409,clozapine,loeffler's syndrome,0,1,0,0,0
4410,clozapine,muscle rigidity,1,1,0,1,1
4411,clozapine,oral mucosal exfoliation,0,1,0,0,0
4412,clozapine,osteodystrophy,0,1,0,0,0
4413,clozapine,persistent foetal circulation,0,0,0,0,0
4414,clozapine,phenylketonuria,1,0,0,1,1
4415,clozapine,pneumonia,1,1,0,1,1
4416,clozapine,respiratory alkalosis,0,1,0,0,0
4417,clozapine,suicidal ideation,1,1,0,1,1
4418,clozapine,urinary sediment present,0,1,0,0,0
4419,clozapine,white blood cell count decreased,1,1,0,1,1
4420,codeine,cardiac disorder,1,1,1,1,1
4421,codeine,constipation,1,1,1,1,1
4422,codeine,convulsion,1,0,1,1,1
4423,codeine,electrocardiogram repolarisation abnormality,0,0,0,0,0
4424,codeine,eye disorder,1,0,1,1,1
4425,codeine,generalised anxiety disorder,0,0,1,1,0
4426,codeine,haematocrit increased,0,0,0,0,0
4427,codeine,hyperhidrosis,1,0,1,1,1
4428,codeine,ill-defined disorder,1,0,1,1,1
4429,codeine,infusion site reaction,0,0,1,0,0
4430,codeine,insomnia,1,1,1,1,1
4431,codeine,migraine without aura,0,0,0,0,0
4432,codeine,nocardiosis,0,0,0,0,0
4433,codeine,orthostatic hypotension,1,0,1,1,1
4434,codeine,penile pain,0,0,1,0,0
4435,codeine,pre-eclampsia,0,0,0,0,0
4436,codeine,pulmonary function test decreased,1,0,1,1,1
4437,codeine,salmonella sepsis,0,0,0,0,0
4438,codeine,urticaria,1,0,1,1,1
4439,codeine,vulvovaginal discomfort,0,0,1,0,0
4440,colchicine,amnesia,0,0,0,0,0
4441,colchicine,angioedema,1,1,1,1,1
4442,colchicine,axonal neuropathy,1,1,1,1,1
4443,colchicine,azoospermia,1,0,1,1,1
4444,colchicine,calcium metabolism disorder,0,0,0,0,0
4445,colchicine,conjunctivitis bacterial,0,0,0,0,0
4446,colchicine,dehydration,1,0,1,1,1
4447,colchicine,enterococcal infection,0,0,0,0,0
4448,colchicine,epidermal naevus,0,0,0,0,0
4449,colchicine,eye disorder,1,1,1,1,1
4450,colchicine,ileus paralytic,1,1,1,1,1
4451,colchicine,malnutrition,1,0,1,1,1
4452,colchicine,oedema,0,0,0,0,0
4453,colchicine,phenylketonuria,0,0,0,0,0
4454,colchicine,purpura,1,1,1,1,1
4455,colchicine,serositis,0,1,0,0,0
4456,colchicine,shock,1,0,1,1,1
4457,colchicine,splenic infarction,0,1,0,0,0
4458,colchicine,thrombocytopenia,1,1,1,1,1
4459,colchicine,vessel puncture site inflammation,0,1,0,0,0
4460,colesevelam,abdominal pain,1,1,1,1,1
4461,colesevelam,abnormal faeces,1,0,1,1,1
4462,colesevelam,asthenia,1,0,1,1,1
4463,colesevelam,chest pain,0,0,0,0,0
4464,colesevelam,connective tissue disorder,1,0,1,1,1
4465,colesevelam,dermatitis,1,0,1,1,1
4466,colesevelam,dermatitis bullous,1,0,1,1,1
4467,colesevelam,dysphagia,1,0,1,1,1
4468,colesevelam,gastrointestinal toxicity,0,0,1,1,0
4469,colesevelam,glomerulonephritis rapidly progressive,0,0,0,0,0
4470,colesevelam,high density lipoprotein decreased,0,1,0,0,0
4471,colesevelam,hypoglycaemia,1,0,1,1,1
4472,colesevelam,leukoderma,0,0,0,0,0
4473,colesevelam,microcytic anaemia,0,0,0,0,0
4474,colesevelam,musculoskeletal discomfort,1,0,1,1,1
4475,colesevelam,papilloedema,0,0,0,0,0
4476,colesevelam,skin haemorrhage,0,0,0,0,0
4477,colesevelam,spinal epidural haematoma,0,0,0,0,0
4478,colesevelam,transaminases increased,1,0,1,1,1
4479,colesevelam,wernicke-korsakoff syndrome,0,0,0,0,0
4480,colestipol,abdominal distension,1,1,1,1,1
4481,colestipol,angina pectoris,1,0,1,1,1
4482,colestipol,blood alkaline phosphatase increased,0,0,1,0,0
4483,colestipol,body temperature increased,0,0,0,0,0
4484,colestipol,bronchitis viral,0,0,0,0,0
4485,colestipol,cervix disorder,0,0,0,0,0
4486,colestipol,cholecystitis,1,0,1,1,1
4487,colestipol,compartment syndrome,0,0,0,0,0
4488,colestipol,cutaneous lupus erythematosus,0,0,0,0,0
4489,colestipol,gastrointestinal pain,1,1,1,1,1
4490,colestipol,haemorrhoidal haemorrhage,1,0,1,1,1
4491,colestipol,haemorrhoids,1,0,1,1,1
4492,colestipol,hypersensitivity,1,1,1,1,1
4493,colestipol,hyposmia,0,0,0,0,0
4494,colestipol,libido decreased,0,1,0,0,0
4495,colestipol,muscle spasms,1,0,1,1,1
4496,colestipol,nausea,1,1,1,1,1
4497,colestipol,peripheral ischaemia,0,1,0,0,0
4498,colestipol,swelling,1,0,1,1,1
4499,colestipol,ureteric obstruction,0,0,0,0,0
4500,colestyramine,adrenal insufficiency,0,0,0,0,0
4501,colestyramine,anaemia,1,0,1,1,1
4502,colestyramine,application site scab,0,0,0,0,0
4503,colestyramine,biliary colic,1,0,1,1,1
4504,colestyramine,blood uric acid increased,0,0,0,0,0
4505,colestyramine,cervical dysplasia,0,0,0,0,0
4506,colestyramine,chondrocalcinosis,0,0,0,0,0
4507,colestyramine,deafness permanent,0,0,0,0,0
4508,colestyramine,dental caries,1,0,1,1,1
4509,colestyramine,dyspepsia,1,1,1,1,1
4510,colestyramine,foetal damage,0,0,1,0,0
4511,colestyramine,hepatitis cholestatic,0,1,0,0,0
4512,colestyramine,infusion site oedema,0,0,0,1,0
4513,colestyramine,libido increased,1,0,1,1,1
4514,colestyramine,oedema,1,0,0,1,1
4515,colestyramine,osteoporosis,1,0,1,1,1
4516,colestyramine,spontaneous haematoma,0,0,0,0,0
4517,colestyramine,steatorrhoea,1,0,1,1,1
4518,colestyramine,tinnitus,1,0,1,1,1
4519,colestyramine,uveitis,1,0,1,1,1
4520,conivaptan,angiopathy,1,0,1,1,1
4521,conivaptan,anxiety disorder,0,1,0,0,0
4522,conivaptan,cholangiocarcinoma,0,0,0,0,0
4523,conivaptan,constipation,1,0,1,1,1
4524,conivaptan,dehydration,1,1,1,1,1
4525,conivaptan,electrocardiogram st segment depression,1,1,1,1,1
4526,conivaptan,eosinophilia,0,1,0,0,0
4527,conivaptan,gastrointestinal disorder,1,1,1,1,1
4528,conivaptan,hepatitis acute,0,0,0,0,0
4529,conivaptan,hypotension,1,1,1,1,1
4530,conivaptan,infestation,1,0,1,1,1
4531,conivaptan,infusion site phlebitis,1,1,1,1,1
4532,conivaptan,mental disorder,1,1,1,1,1
4533,conivaptan,musculoskeletal pain,0,0,0,0,0
4534,conivaptan,myoglobinuria,0,0,0,0,0
4535,conivaptan,obsessive-compulsive disorder,0,0,0,0,0
4536,conivaptan,parathyroid disorder,0,0,0,0,0
4537,conivaptan,pituitary haemorrhage,0,0,0,0,0
4538,conivaptan,sepsis,1,0,1,1,1
4539,conivaptan,systemic mycosis,0,0,0,0,0
4540,conjugated,arthralgia,1,0,1,1,1
4541,conjugated,breast discomfort,1,0,1,1,1
4542,conjugated,cough,1,0,1,1,1
4543,conjugated,dizziness,1,0,1,1,1
4544,conjugated,granuloma skin,0,0,0,0,0
4545,conjugated,hepatitis c,0,0,1,0,0
4546,conjugated,hepatocellular carcinoma,0,0,1,0,0
4547,conjugated,hypocalcaemia,1,0,0,1,1
4548,conjugated,influenza,1,0,0,1,1
4549,conjugated,micturition urgency,1,0,0,1,1
4550,conjugated,muscle contractions involuntary,0,0,0,0,0
4551,conjugated,nail pigmentation,0,0,0,0,0
4552,conjugated,pancreatic carcinoma,0,0,0,0,0
4553,conjugated,purpura,1,0,0,1,1
4554,conjugated,retinal artery occlusion,0,0,0,0,0
4555,conjugated,sebaceous hyperplasia,0,0,0,0,0
4556,conjugated,sensory loss,1,0,0,1,1
4557,conjugated,sjogren's syndrome,0,0,0,0,0
4558,conjugated,urticaria,1,0,0,1,1
4559,conjugated,viraemia,0,0,0,0,0
4560,copolymer,abdominal symptom,0,0,1,1,0
4561,copolymer,bladder cancer,1,0,1,1,1
4562,copolymer,confusional state,1,0,1,1,1
4563,copolymer,deafness permanent,0,0,1,0,0
4564,copolymer,exomphalos,0,0,0,0,0
4565,copolymer,hepatocellular injury,1,0,0,1,1
4566,copolymer,hypernatraemia,0,0,0,0,0
4567,copolymer,hypersensitivity,1,0,0,1,1
4568,copolymer,livedo reticularis,0,0,0,0,0
4569,copolymer,liver injury,1,0,0,1,1
4570,copolymer,motion sickness,0,0,0,0,0
4571,copolymer,oral pruritus,0,0,0,1,0
4572,copolymer,pancreatic disorder,1,0,0,1,1
4573,copolymer,poliomyelitis,0,0,0,0,0
4574,copolymer,pressure of speech,0,0,0,0,0
4575,copolymer,pulmonary embolism,1,0,0,1,1
4576,copolymer,serum sickness,1,0,0,1,1
4577,copolymer,tongue discolouration,1,0,0,1,1
4578,copolymer,tongue oedema,1,0,0,1,1
4579,copolymer,urine output increased,0,0,0,0,0
4580,cortisol,alanine aminotransferase increased,1,0,1,1,1
4581,cortisol,amenorrhoea,1,1,1,1,1
4582,cortisol,anaemia vitamin b12 deficiency,0,0,0,0,0
4583,cortisol,application site pain,1,0,1,1,1
4584,cortisol,blood chloride decreased,0,0,0,0,0
4585,cortisol,chorea,0,0,0,0,0
4586,cortisol,dry eye,1,1,0,1,1
4587,cortisol,ear disorder,0,0,0,0,0
4588,cortisol,electrocardiogram pr shortened,0,0,0,0,0
4589,cortisol,endometrial disorder,0,0,0,0,0
4590,cortisol,haemoglobin,1,0,0,1,1
4591,cortisol,hepatic atrophy,0,1,1,0,0
4592,cortisol,herpes virus infection,1,0,0,1,1
4593,cortisol,loss of control of legs,0,0,0,0,0
4594,cortisol,menstruation irregular,1,0,0,1,1
4595,cortisol,myocardial infarction,1,0,1,1,1
4596,cortisol,tachyarrhythmia,0,0,1,1,0
4597,cortisol,vertigo,1,0,0,1,1
4598,cortisol,weight decreased,1,0,0,1,1
4599,cortisol,withdrawal bleed,0,0,0,0,0
4600,cortisone,anastomotic ulcer,0,0,0,0,0
4601,cortisone,aortic valve stenosis,0,0,0,0,0
4602,cortisone,auricular swelling,0,1,0,0,0
4603,cortisone,capillary fragility increased,0,1,0,0,0
4604,cortisone,cataract subcapsular,1,1,1,1,1
4605,cortisone,diabetic autonomic neuropathy,0,0,1,0,0
4606,cortisone,ear pruritus,0,0,0,0,0
4607,cortisone,embolism,1,0,1,1,1
4608,cortisone,faecal incontinence,0,0,0,0,0
4609,cortisone,glaucoma,1,1,1,1,1
4610,cortisone,hellp syndrome,0,0,0,0,0
4611,cortisone,hypertension,1,1,1,1,1
4612,cortisone,increased appetite,1,1,1,1,1
4613,cortisone,inflammatory bowel disease,1,1,1,1,1
4614,cortisone,mass,1,0,1,1,1
4615,cortisone,oesophagitis ulcerative,1,0,1,1,1
4616,cortisone,osteoporosis,1,1,1,1,1
4617,cortisone,pneumonia aspiration,0,0,0,0,0
4618,cortisone,vascular pseudoaneurysm,0,0,0,0,0
4619,cortisone,weight increased,1,1,1,1,1
4620,cosyntropin,alveolar proteinosis,0,0,0,0,0
4621,cosyntropin,anaphylactic shock,1,0,1,1,1
4622,cosyntropin,calcium deficiency,1,0,1,1,1
4623,cosyntropin,cardiac disorder,1,1,1,1,1
4624,cosyntropin,cardiac failure congestive,1,0,1,1,1
4625,cosyntropin,cystitis noninfective,0,0,0,0,0
4626,cosyntropin,decubitus ulcer,0,0,0,0,0
4627,cosyntropin,dyspnoea,1,0,1,1,1
4628,cosyntropin,flight of ideas,0,0,0,0,0
4629,cosyntropin,hirsutism,1,0,1,1,1
4630,cosyntropin,hypercalcaemia of malignancy,0,0,0,0,0
4631,cosyntropin,hypersensitivity,1,1,1,1,1
4632,cosyntropin,hyperthyroidism,0,0,0,0,0
4633,cosyntropin,ill-defined disorder,1,0,1,1,1
4634,cosyntropin,liver function test abnormal,0,0,0,0,0
4635,cosyntropin,peptic ulcer,1,0,1,1,1
4636,cosyntropin,rash,1,1,1,1,1
4637,cosyntropin,respiration abnormal,0,0,0,0,0
4638,cosyntropin,secondary syphilis,0,0,0,0,0
4639,cosyntropin,tongue geographic,0,0,0,0,0
4640,cyanocobalamin,anaphylactic shock,1,0,1,1,1
4641,cyanocobalamin,asthenia,1,0,1,1,1
4642,cyanocobalamin,atrioventricular block first degree,0,0,0,0,0
4643,cyanocobalamin,back pain,1,0,1,1,1
4644,cyanocobalamin,cardiac failure congestive,1,0,1,1,1
4645,cyanocobalamin,cervical polyp,0,0,0,0,0
4646,cyanocobalamin,cholecystitis chronic,0,0,0,0,0
4647,cyanocobalamin,conjunctival bleb,0,0,0,0,0
4648,cyanocobalamin,dizziness,1,0,1,1,1
4649,cyanocobalamin,dyspnoea,1,0,1,1,1
4650,cyanocobalamin,hepatitis viral,0,0,0,0,0
4651,cyanocobalamin,infection,1,0,1,1,1
4652,cyanocobalamin,melaena,0,0,0,0,0
4653,cyanocobalamin,muscle contracture,0,0,0,0,0
4654,cyanocobalamin,nausea,1,0,1,1,1
4655,cyanocobalamin,nephritis,0,0,0,0,0
4656,cyanocobalamin,peripheral vascular disorder,1,0,1,1,1
4657,cyanocobalamin,poisoning,0,0,0,0,0
4658,cyanocobalamin,rash,1,0,1,1,1
4659,cyanocobalamin,ventricular hypokinesia,0,0,0,0,0
4660,cyclizine,anaphylactic shock,1,0,1,1,1
4661,cyclizine,anosognosia,0,0,0,0,0
4662,cyclizine,aortic rupture,0,0,0,0,0
4663,cyclizine,blister,1,0,1,1,1
4664,cyclizine,blood osmolarity increased,0,0,0,0,0
4665,cyclizine,cor pulmonale,0,0,0,0,0
4666,cyclizine,dystonia,0,0,0,0,0
4667,cyclizine,graft dysfunction,0,0,0,0,0
4668,cyclizine,hypertension,1,0,1,1,1
4669,cyclizine,hypotension,1,0,1,1,1
4670,cyclizine,ligament sprain,0,0,0,0,0
4671,cyclizine,mental disorder,1,0,1,1,1
4672,cyclizine,muscle spasms,1,0,1,1,1
4673,cyclizine,nervous system disorder,1,0,1,1,1
4674,cyclizine,nervousness,1,0,1,1,1
4675,cyclizine,pruritus,1,1,1,1,1
4676,cyclizine,retinal oedema,0,0,0,0,0
4677,cyclizine,sinus rhythm,0,0,0,0,0
4678,cyclizine,somnolence,1,1,1,1,1
4679,cyclizine,systemic candida,0,0,0,0,0
4680,cyclobenzaprine,acidosis,0,0,0,0,0
4681,cyclobenzaprine,agitation,1,1,1,1,1
4682,cyclobenzaprine,brain cancer metastatic,0,0,0,0,0
4683,cyclobenzaprine,cardiac valve disease,0,0,0,0,0
4684,cyclobenzaprine,chronic sinusitis,0,0,0,0,0
4685,cyclobenzaprine,delusion,1,0,1,1,1
4686,cyclobenzaprine,fatigue,1,1,1,1,1
4687,cyclobenzaprine,feeling abnormal,1,0,1,1,1
4688,cyclobenzaprine,hepatic function abnormal,1,0,1,1,1
4689,cyclobenzaprine,hepatitis,1,0,1,1,1
4690,cyclobenzaprine,injection site necrosis,0,0,0,0,0
4691,cyclobenzaprine,insomnia,1,1,1,1,1
4692,cyclobenzaprine,iris hyperpigmentation,0,0,0,0,0
4693,cyclobenzaprine,koebner phenomenon,0,0,0,0,0
4694,cyclobenzaprine,metabolic encephalopathy,0,0,0,0,0
4695,cyclobenzaprine,puncture site reaction,0,0,0,0,0
4696,cyclobenzaprine,sensory loss,1,0,0,1,1
4697,cyclobenzaprine,sleep talking,0,0,0,0,0
4698,cyclobenzaprine,tension,1,0,0,1,1
4699,cyclobenzaprine,upper respiratory tract infection,1,0,0,1,1
4700,cyclopentolate,adrenergic syndrome,0,0,0,0,0
4701,cyclopentolate,conjunctival ulcer,0,0,1,0,0
4702,cyclopentolate,dermatitis,1,0,1,1,1
4703,cyclopentolate,dry mouth,1,1,1,1,1
4704,cyclopentolate,flushing,1,0,1,1,1
4705,cyclopentolate,gastroenteritis,1,0,1,1,1
4706,cyclopentolate,herpes zoster,0,0,0,0,0
4707,cyclopentolate,hyperaemia,1,0,1,1,1
4708,cyclopentolate,muscle contracture,0,0,0,0,0
4709,cyclopentolate,ocular hyperaemia,1,1,1,1,1
4710,cyclopentolate,photophobia,1,1,1,1,1
4711,cyclopentolate,platelet count decreased,0,0,0,0,0
4712,cyclopentolate,psychotic disorder,1,0,1,1,1
4713,cyclopentolate,pulse pressure decreased,0,0,0,0,0
4714,cyclopentolate,punctate keratitis,1,0,1,1,1
4715,cyclopentolate,risus sardonicus,0,1,0,0,0
4716,cyclopentolate,serum sickness-like reaction,0,0,0,0,0
4717,cyclopentolate,tumour pain,0,0,0,0,0
4718,cyclopentolate,upper airway obstruction,0,0,0,0,0
4719,cyclopentolate,urinary retention,1,1,1,1,1
4720,cyclophosphamide,bleeding time prolonged,0,0,0,1,0
4721,cyclophosphamide,blood lactate dehydrogenase increased,1,0,1,1,1
4722,cyclophosphamide,c-reactive protein increased,1,0,1,1,1
4723,cyclophosphamide,chondrolysis,0,0,0,0,0
4724,cyclophosphamide,convulsion,1,0,1,1,1
4725,cyclophosphamide,cystitis,1,1,1,1,1
4726,cyclophosphamide,cytomegalovirus colitis,0,0,1,0,0
4727,cyclophosphamide,dermatitis bullous,1,1,1,1,1
4728,cyclophosphamide,discomfort,1,1,1,1,1
4729,cyclophosphamide,failure to thrive,0,1,0,0,0
4730,cyclophosphamide,menorrhagia,1,0,0,1,1
4731,cyclophosphamide,myalgia,1,1,1,1,1
4732,cyclophosphamide,myocardial infarction,1,0,1,1,1
4733,cyclophosphamide,neuropathic arthropathy,0,0,0,1,0
4734,cyclophosphamide,oral fungal infection,0,1,0,0,0
4735,cyclophosphamide,prostate examination abnormal,0,0,0,0,0
4736,cyclophosphamide,purpura,0,1,0,0,0
4737,cyclophosphamide,pyelonephritis,0,0,0,0,0
4738,cyclophosphamide,renal failure,1,1,1,1,1
4739,cyclophosphamide,ventricular hypertrophy,0,0,0,0,0
4740,cyproheptadine,acne fulminans,0,0,0,0,0
4741,cyproheptadine,agitation,1,1,1,1,1
4742,cyproheptadine,alcohol problem,0,0,0,0,0
4743,cyproheptadine,asthenia,1,0,1,1,1
4744,cyproheptadine,bronchitis viral,0,0,0,0,0
4745,cyproheptadine,conversion disorder,1,0,1,1,1
4746,cyproheptadine,decreased appetite,1,1,1,1,1
4747,cyproheptadine,female sexual dysfunction,0,0,0,0,0
4748,cyproheptadine,haemolytic anaemia,1,0,1,1,1
4749,cyproheptadine,headache,1,1,1,1,1
4750,cyproheptadine,hypophosphataemia,0,0,0,0,0
4751,cyproheptadine,left ventricular failure,0,0,0,0,0
4752,cyproheptadine,multiple pregnancy,0,0,0,0,0
